dataset_name,query,taxonomy_level,scientific_name,common_name,taxonomy_string,kingdom,phylum,subphylum,superclass,class,subclass,infraclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,tribe,genus,species,subspecies,variety
WCS Camera Traps,unknown insect,class,insecta,insects,"[(47158, 'class', 'insecta', ['insects']), (372739, 'subphylum', 'hexapoda', ['hexapods']), (47120, 'phylum', 'arthropoda', ['arthropods']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,arthropoda,hexapoda,,insecta,,,,,,,,,,,,,,
WCS Camera Traps,unknown lizard,order,squamata,lizard,"[(26172, 'order', 'squamata', ['snakes and lizards']), (26036, 'class', 'reptilia', ['reptiles']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,reptilia,,,,squamata,,,,,,,,,,
WCS Camera Traps,unknown mammal,class,mammalia,mammals,"[(40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,,,,,,,,,,,,,,
WCS Camera Traps,unknown marsupial,infraclass,marsupialia,marsupials,"[(848319, 'infraclass', 'marsupialia', ['marsupials']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,marsupialia,,,,,,,,,,,,
WCS Camera Traps,unknown mouse or rat,family,muridae,"mice, rats, and gerbils","[(44185, 'family', 'muridae', ['old world mice and rats']), (488924, 'superfamily', 'muroidea', ['muroids']), (870778, 'suborder', 'myomorpha', ['mice, rats, and hamsters']), (43698, 'order', 'rodentia', ['rodents']), (848323, 'superorder', 'euarchontoglires', ['primates, rodents, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,euarchontoglires,rodentia,myomorpha,,muroidea,muridae,,,,,,
WCS Camera Traps,unknown opossum,order,didelphimorphia,opossum,"[(42540, 'order', 'didelphimorphia', ['opossums']), (848319, 'infraclass', 'marsupialia', ['marsupials']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,marsupialia,,didelphimorphia,,,,,,,,,,
WCS Camera Traps,unknown pig_peccary,genus,sus,pigs,"[(42126, 'genus', 'sus', ['boars and warty pigs']), (1365636, 'tribe', 'suini', []), (1365630, 'subfamily', 'suinae', []), (42118, 'family', 'suidae', ['suids']), (848343, 'suborder', 'suina', ['swines and peccaries']), (152870, 'order', 'artiodactyla', ['even-toed ungulates and cetaceans']), (848324, 'superorder', 'laurasiatheria', ['ungulates, carnivorans, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,artiodactyla,suina,,,suidae,suinae,suini,sus,,,
WCS Camera Traps,unknown porcupine,family,hystricidae,porcupine,"[(44167, 'family', 'hystricidae', ['old world porcupines']), (870767, 'infraorder', 'hystricognathi', ['hystricognaths']), (870765, 'suborder', 'hystricomorpha', ['ctenohystricans']), (43698, 'order', 'rodentia', ['rodents']), (848323, 'superorder', 'euarchontoglires', ['primates, rodents, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,euarchontoglires,rodentia,hystricomorpha,hystricognathi,,hystricidae,,,,,,
WCS Camera Traps,unknown raptor,class,aves,birds,"[(3, 'class', 'aves', ['birds']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,aves,,,,,,,,,,,,,,
WCS Camera Traps,unknown rat,genus,rattus,rodent,"[(44540, 'genus', 'rattus', ['old world rats']), (846293, 'tribe', 'rattini', ['typical old world rats']), (735171, 'subfamily', 'murinae', ['murines']), (44185, 'family', 'muridae', ['old world mice and rats']), (488924, 'superfamily', 'muroidea', ['muroids']), (870778, 'suborder', 'myomorpha', ['mice, rats, and hamsters']), (43698, 'order', 'rodentia', ['rodents']), (848323, 'superorder', 'euarchontoglires', ['primates, rodents, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,euarchontoglires,rodentia,myomorpha,,muroidea,muridae,murinae,rattini,rattus,,,
WCS Camera Traps,unknown rodent,order,rodentia,rodents,"[(43698, 'order', 'rodentia', ['rodents']), (848323, 'superorder', 'euarchontoglires', ['primates, rodents, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,euarchontoglires,rodentia,,,,,,,,,,
WCS Camera Traps,unknown shrew,family,soricidae,shrews,"[(46341, 'family', 'soricidae', ['shrews']), (533971, 'order', 'eulipotyphla', ['shrews, moles, hedgehogs, and allies']), (848324, 'superorder', 'laurasiatheria', ['ungulates, carnivorans, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,eulipotyphla,,,,soricidae,,,,,,
WCS Camera Traps,unknown spider,order,araneae,spiders,"[(47118, 'order', 'araneae', ['spiders']), (47119, 'class', 'arachnida', ['arachnids']), (245097, 'subphylum', 'chelicerata', ['chelicerates']), (47120, 'phylum', 'arthropoda', ['arthropods']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,arthropoda,chelicerata,,arachnida,,,,araneae,,,,,,,,,,
WCS Camera Traps,unknown squirrel,family,sciuridae,squirrels,"[(45933, 'family', 'sciuridae', ['squirrels']), (129411, 'suborder', 'sciuromorpha', ['squirrels, dormice, and mountain beavers']), (43698, 'order', 'rodentia', ['rodents']), (848323, 'superorder', 'euarchontoglires', ['primates, rodents, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,euarchontoglires,rodentia,sciuromorpha,,,sciuridae,,,,,,
WCS Camera Traps,unknown turtle,order,testudines,turtles,"[(39532, 'order', 'testudines', ['turtles and tortoises']), (26036, 'class', 'reptilia', ['reptiles']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,reptilia,,,,testudines,,,,,,,,,,
WCS Camera Traps,urocyon cinereoargenteus,species,urocyon cinereoargenteus,gray fox,"[(42076, 'species', 'urocyon cinereoargenteus', ['gray fox']), (42075, 'genus', 'urocyon', ['gray foxes']), (42043, 'family', 'canidae', ['canids']), (41573, 'order', 'carnivora', ['carnivorans']), (848324, 'superorder', 'laurasiatheria', ['ungulates, carnivorans, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,canidae,,,urocyon,urocyon cinereoargenteus,,
WCS Camera Traps,ursus thibetanus,species,ursus thibetanus,asian black bear,"[(41647, 'species', 'ursus thibetanus', ['asian black bear']), (41637, 'genus', 'ursus', ['holarctic bears']), (846255, 'subfamily', 'ursinae', ['typical bears']), (41636, 'family', 'ursidae', ['bears']), (41573, 'order', 'carnivora', ['carnivorans']), (848324, 'superorder', 'laurasiatheria', ['ungulates, carnivorans, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,ursidae,ursinae,,ursus,ursus thibetanus,,
WCS Camera Traps,vanellus coronatus,species,vanellus coronatus,crowned lapwing,"[(4877, 'species', 'vanellus coronatus', ['crowned lapwing']), (4853, 'genus', 'vanellus', ['lapwings']), (4783, 'family', 'charadriidae', ['plovers and lapwings']), (67561, 'order', 'charadriiformes', ['shorebirds and allies']), (3, 'class', 'aves', ['birds']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,aves,,,,charadriiformes,,,,charadriidae,,,vanellus,vanellus coronatus,,
WCS Camera Traps,varanus salvator,species,varanus salvator,common water monitor,"[(114891, 'species', 'varanus salvator', ['common water monitor']), (39393, 'genus', 'varanus', ['monitor lizards']), (39392, 'family', 'varanidae', ['monitor lizards']), (85552, 'suborder', 'sauria', ['lizards']), (26172, 'order', 'squamata', ['snakes and lizards']), (26036, 'class', 'reptilia', ['reptiles']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,reptilia,,,,squamata,sauria,,,varanidae,,,varanus,varanus salvator,,
WCS Camera Traps,varanus sp,genus,varanus,monitor lizards,"[(39393, 'genus', 'varanus', ['monitor lizards']), (39392, 'family', 'varanidae', ['monitor lizards']), (85552, 'suborder', 'sauria', ['lizards']), (26172, 'order', 'squamata', ['snakes and lizards']), (26036, 'class', 'reptilia', ['reptiles']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,reptilia,,,,squamata,sauria,,,varanidae,,,varanus,,,
WCS Camera Traps,vicugna pacos,species,vicugna pacos,alpaca,"[(119406, 'species', 'vicugna pacos', ['alpaca']), (42235, 'genus', 'vicugna', []), (846262, 'tribe', 'lamini', ['new world camelids']), (1317268, 'subfamily', 'camelinae', []), (42231, 'family', 'camelidae', ['camelids']), (925150, 'suborder', 'tylopoda', ['tylopodans']), (152870, 'order', 'artiodactyla', ['even-toed ungulates and cetaceans']), (848324, 'superorder', 'laurasiatheria', ['ungulates, carnivorans, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,artiodactyla,tylopoda,,,camelidae,camelinae,lamini,vicugna,vicugna pacos,,
WCS Camera Traps,viverra zibetha,species,viverra zibetha,large indian civet,"[(41613, 'species', 'viverra zibetha', ['large indian civet']), (41612, 'genus', 'viverra', ['large asian civets']), (846220, 'subfamily', 'viverrinae', ['large terrestrial civets']), (41574, 'family', 'viverridae', ['civets, genets, and oyans']), (41573, 'order', 'carnivora', ['carnivorans']), (848324, 'superorder', 'laurasiatheria', ['ungulates, carnivorans, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,viverridae,viverrinae,,viverra,viverra zibetha,,
WCS Camera Traps,viverricula indica,species,viverricula indica,small indian civet,"[(41618, 'species', 'viverricula indica', ['small indian civet']), (41617, 'genus', 'viverricula', []), (846220, 'subfamily', 'viverrinae', ['large terrestrial civets']), (41574, 'family', 'viverridae', ['civets, genets, and oyans']), (41573, 'order', 'carnivora', ['carnivorans']), (848324, 'superorder', 'laurasiatheria', ['ungulates, carnivorans, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,viverridae,viverrinae,,viverricula,viverricula indica,,
WCS Camera Traps,xenoperdix obscurata,genus,xenoperdix,forest partridges,"[(1128, 'genus', 'xenoperdix', []), (574, 'family', 'phasianidae', ['pheasants, grouse, and allies']), (573, 'order', 'galliformes', ['landfowl']), (3, 'class', 'aves', ['birds']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,aves,,,,galliformes,,,,phasianidae,,,xenoperdix,,,
WCS Camera Traps,xenoperdix udzungwensis,species,xenoperdix udzungwensis,udzungwa partridge,"[(1129, 'species', 'xenoperdix udzungwensis', ['udzungwa partridge']), (1128, 'genus', 'xenoperdix', []), (574, 'family', 'phasianidae', ['pheasants, grouse, and allies']), (573, 'order', 'galliformes', ['landfowl']), (3, 'class', 'aves', ['birds']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,aves,,,,galliformes,,,,phasianidae,,,xenoperdix,xenoperdix udzungwensis,,
WCS Camera Traps,xerus erythropus,species,euxerus erythropus,striped ground squirrel,"[(871611, 'species', 'euxerus erythropus', ['striped ground squirrel']), (871610, 'genus', 'euxerus', []), (339574, 'tribe', 'xerini', ['african ground squirrels']), (339572, 'subfamily', 'xerinae', ['ground and african tree squirrels']), (45933, 'family', 'sciuridae', ['squirrels']), (129411, 'suborder', 'sciuromorpha', ['squirrels, dormice, and mountain beavers']), (43698, 'order', 'rodentia', ['rodents']), (848323, 'superorder', 'euarchontoglires', ['primates, rodents, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,euarchontoglires,rodentia,sciuromorpha,,,sciuridae,xerinae,xerini,euxerus,euxerus erythropus,,
WCS Camera Traps,xerus rutilis,species,xerus rutilus,unstriped ground squirrel,"[(46206, 'species', 'xerus rutilus', ['unstriped ground squirrel']), (46205, 'genus', 'xerus', []), (339574, 'tribe', 'xerini', ['african ground squirrels']), (339572, 'subfamily', 'xerinae', ['ground and african tree squirrels']), (45933, 'family', 'sciuridae', ['squirrels']), (129411, 'suborder', 'sciuromorpha', ['squirrels, dormice, and mountain beavers']), (43698, 'order', 'rodentia', ['rodents']), (848323, 'superorder', 'euarchontoglires', ['primates, rodents, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,euarchontoglires,rodentia,sciuromorpha,,,sciuridae,xerinae,xerini,xerus,xerus rutilus,,
WCS Camera Traps,xerus rutilus,species,xerus rutilus,unstriped ground squirrel,"[(46206, 'species', 'xerus rutilus', ['unstriped ground squirrel']), (46205, 'genus', 'xerus', []), (339574, 'tribe', 'xerini', ['african ground squirrels']), (339572, 'subfamily', 'xerinae', ['ground and african tree squirrels']), (45933, 'family', 'sciuridae', ['squirrels']), (129411, 'suborder', 'sciuromorpha', ['squirrels, dormice, and mountain beavers']), (43698, 'order', 'rodentia', ['rodents']), (848323, 'superorder', 'euarchontoglires', ['primates, rodents, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,euarchontoglires,rodentia,sciuromorpha,,,sciuridae,xerinae,xerini,xerus,xerus rutilus,,
WCS Camera Traps,zonatrichia capensis,species,zonotrichia capensis,rufous-collared sparrow,"[(9183, 'species', 'zonotrichia capensis', ['rufous-collared sparrow']), (9175, 'genus', 'zonotrichia', ['zonotrichia sparrows']), (559248, 'family', 'passerellidae', ['new world sparrows']), (7251, 'order', 'passeriformes', ['perching birds']), (3, 'class', 'aves', ['birds']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,aves,,,,passeriformes,,,,passerellidae,,,zonotrichia,zonotrichia capensis,,
WCS Camera Traps,zoothera,genus,zoothera,asian thrushes,"[(13017, 'genus', 'zoothera', ['asian thrushes']), (15977, 'family', 'turdidae', ['thrushes']), (7251, 'order', 'passeriformes', ['perching birds']), (3, 'class', 'aves', ['birds']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,aves,,,,passeriformes,,,,turdidae,,,zoothera,,,
WCS Camera Traps,zoothera dauma,species,zoothera dauma,scaly thrush,"[(13018, 'species', 'zoothera dauma', ['scaly thrush']), (13017, 'genus', 'zoothera', ['asian thrushes']), (15977, 'family', 'turdidae', ['thrushes']), (7251, 'order', 'passeriformes', ['perching birds']), (3, 'class', 'aves', ['birds']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,aves,,,,passeriformes,,,,turdidae,,,zoothera,zoothera dauma,,
WCS Camera Traps,zoothera sp,genus,zoothera,asian thrushes,"[(13017, 'genus', 'zoothera', ['asian thrushes']), (15977, 'family', 'turdidae', ['thrushes']), (7251, 'order', 'passeriformes', ['perching birds']), (3, 'class', 'aves', ['birds']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,aves,,,,passeriformes,,,,turdidae,,,zoothera,,,
Wellington Camera Traps,bird,class,aves,bird,"[(3, 'class', 'aves', ['birds']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,aves,,,,,,,,,,,,,,
Wellington Camera Traps,cat,species,felis catus,cat,"[(118552, 'species', 'felis catus', ['domestic cat']), (41956, 'genus', 'felis', ['palearctic and african small cats']), (846179, 'subfamily', 'felinae', ['small cats']), (41944, 'family', 'felidae', ['felids']), (41573, 'order', 'carnivora', ['carnivorans']), (848324, 'superorder', 'laurasiatheria', ['ungulates, carnivorans, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,felis,felis catus,,
Wellington Camera Traps,deer,tribe,cervini,deer,"[(846317, 'tribe', 'cervini', ['typical old world deer']), (846198, 'subfamily', 'cervinae', ['old world deer']), (42158, 'family', 'cervidae', ['deer']), (424850, 'suborder', 'ruminantia', ['ruminants']), (152870, 'order', 'artiodactyla', ['even-toed ungulates and cetaceans']), (848324, 'superorder', 'laurasiatheria', ['ungulates, carnivorans, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,artiodactyla,ruminantia,,,cervidae,cervinae,cervini,,,,
Wellington Camera Traps,dog,species,canis familiaris,dog,"[(47144, 'species', 'canis familiaris', ['domestic dog']), (42044, 'genus', 'canis', ['wolves and dogs']), (42043, 'family', 'canidae', ['canids']), (41573, 'order', 'carnivora', ['carnivorans']), (848324, 'superorder', 'laurasiatheria', ['ungulates, carnivorans, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,canidae,,,canis,canis familiaris,,
Wellington Camera Traps,empty,,,,,,,,,,,,,,,,,,,,,,,
Wellington Camera Traps,goat,species,capra hircus,goat,"[(123070, 'species', 'capra hircus', ['domestic goat']), (42348, 'genus', 'capra', ['goats']), (846307, 'tribe', 'caprini', ['goats and sheep']), (568847, 'subfamily', 'antilopinae', ['antelopes, goats, and sheep']), (42241, 'family', 'bovidae', ['bovids']), (424850, 'suborder', 'ruminantia', ['ruminants']), (152870, 'order', 'artiodactyla', ['even-toed ungulates and cetaceans']), (848324, 'superorder', 'laurasiatheria', ['ungulates, carnivorans, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,artiodactyla,ruminantia,,,bovidae,antilopinae,caprini,capra,capra hircus,,
Wellington Camera Traps,hare,genus,lepus,hare,"[(43117, 'genus', 'lepus', ['hares and jackrabbits']), (43095, 'family', 'leporidae', ['hares and rabbits']), (43094, 'order', 'lagomorpha', ['lagomorphs']), (848323, 'superorder', 'euarchontoglires', ['primates, rodents, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,euarchontoglires,lagomorpha,,,,leporidae,,,lepus,,,
Wellington Camera Traps,hedgehog,species,erinaceus europaeus,hedgehog,"[(43042, 'species', 'erinaceus europaeus', ['common hedgehog']), (43041, 'genus', 'erinaceus', ['woodland hedgehogs']), (846194, 'subfamily', 'erinaceinae', ['hedgehogs']), (43011, 'family', 'erinaceidae', ['hedgehogs and gymnures']), (533971, 'order', 'eulipotyphla', ['shrews, moles, hedgehogs, and allies']), (848324, 'superorder', 'laurasiatheria', ['ungulates, carnivorans, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,eulipotyphla,,,,erinaceidae,erinaceinae,,erinaceus,erinaceus europaeus,,
